date,closing,adjusted,evolution,quantity,volume
16/07/2020,25800,25800,320,364,93750
15/07/2020,25000,25000,004,47,117499
14/07/2020,24990,24990,000,0,0
13/07/2020,24990,24990,000,0,0
10/07/2020,24990,24990,000,0,0
09/07/2020,24990,24990,000,0,0
08/07/2020,24990,24990,000,0,0
07/07/2020,24990,24990,000,0,0
06/07/2020,24990,24990,000,0,0
03/07/2020,24990,24990,000,0,0
02/07/2020,24990,24990,000,5,12495
01/07/2020,24990,24990,200,1100,26998755
30/06/2020,24500,24500,-200,4844,1208785
29/06/2020,25000,25000,000,370,92459
26/06/2020,25000,25000,-310,6021,150602795
25/06/2020,25800,25800,-037,20,5160
24/06/2020,25895,25895,-040,65,165448
23/06/2020,26000,26000,078,150,39000
22/06/2020,25800,25800,118,1350,348305
19/06/2020,25500,25500,-230,2693,689325
18/06/2020,26100,26100,-038,3227,847644
17/06/2020,26200,26200,397,160333,4200553115
16/06/2020,25200,25200,000,770,1945348
15/06/2020,25200,25200,000,0,0
12/06/2020,25200,25200,-384,35237,88814276
11/06/2020,26205,26205,399,116,301732
10/06/2020,25200,25200,-187,21093,5315436
09/06/2020,25680,25680,272,108,275436
08/06/2020,25000,25000,000,187,46750
05/06/2020,25000,25000,000,0,0
04/06/2020,25000,25000,-336,522,130500
03/06/2020,25870,25870,348,307,793431
02/06/2020,25000,25000,221,2437,59893475
01/06/2020,24460,24460,-194,128,313556
29/05/2020,24945,24945,140,370,923135
28/05/2020,24600,24600,-036,16241,39801698
27/05/2020,24690,24690,288,7740,189565485
26/05/2020,24000,24000,000,10072,2416799
22/05/2020,24000,24000,169,34862,81483149
21/05/2020,23600,23600,043,50,11800
20/05/2020,23500,23500,000,0,0
19/05/2020,23500,23500,151,112,26327
18/05/2020,23150,23150,000,0,0
15/05/2020,23150,23150,-149,3501,814737
14/05/2020,23500,23500,086,39158,9084418
13/05/2020,23300,23300,000,0,0
12/05/2020,23300,23300,-292,1102,2589885
11/05/2020,24000,24000,-041,2150,516000
08/05/2020,24100,24100,-398,2009,48417675
07/05/2020,25100,25100,372,5,1255
06/05/2020,24200,24200,000,8106,1954470
05/05/2020,24200,24200,126,373,900663
04/05/2020,23900,23900,344,350,83699
30/04/2020,23105,23105,-084,5484,12615407
29/04/2020,23300,23300,130,1145,265621
28/04/2020,23000,23000,132,400,92000
27/04/2020,22700,22700,067,200,45225
24/04/2020,22550,22550,-110,10333,23263515
23/04/2020,22800,22800,-002,300,68400
22/04/2020,22805,22805,-041,100,22805
21/04/2020,22900,22900,000,0,0
20/04/2020,22900,22900,000,0,0
